"C_d","d2","d98","C_q","q2","q98","Well","MST_sample_number","spcabbr","conc_copies_per_uL","Accepted_Droplets","Positives","Negatives","Tot_drop","init_concentration","ddpcrno","Bemaerkn","conc_qubit_ng_uL","Dato.for.ekstraktion","dato_80C","Dato_for_indsml","Dato_inds","Dyb_lagd01","Dyb_Str_m","Ekstraktionsnummer","Elueringvolumen.AE.buffer.uL","Inst","lokalitet_vanda","Lok_omr01","lok_pos_lat","lok_pos_lon","max_Dyb","MST.nummer","MST.n_Dinds","MSTno_di","MST_STEXno","Navn_Inds","Noter2","skib","smplNoSTEX","Sub_Nmb_for_extraction","Temp_Inds","U_Pr_Nr","vandsoejllagd","Vwf_mL","wdt","smpl_day","smpl_mnt","smpl_yea","Total_drop","Species","WellType","Conc","st_idx","species_idx","sp_st_idx","pres"
1.6,1.45,1.74,1.24,0.55,1.68,"D03","MST2021005","Myaare",2.48541450500488,18954,40,18914,18954,NA,"ddpcr0015",NA,11.7,"2022-jan-11","2021-06-10","2021-06-01","2021-06-01",NA,1,"MST-SX24",400,"Sjaelland",93220011,"ROS60_322RoskildeFjord",55.713,12.04,48,"MST2021005","MST2021005_2021-06-01","MST2021005::2021-06-01","MST2021005STEX24_12","EmilGuddalLarsen",NA,"Mergus","MST2021005STEX24_12","24_12",17.1,"MST2021005","nej",1600,TRUE,1,6,2021,18954,"Myaare","Unknown",2.48541450500488,11,1,11,1
0.22,-0.6,0.81,0.26,-0.45,0.77,"E07","MST2021006","Myaare",0.148516148328781,15844,2,15842,15844,NA,"ddpcr0015",NA,7.65,"2022-jan-11","2021-08-25","2021-08-24","2021-08-24","_",96,"MST-SX24",400,"MSTSTO",99210007,"1001027Hovedeskov",54.7410833333333,12.0851805555556,106,"MST2021006","MST2021006_2021-08-24","MST2021006::2021-08-24","MST2021006STEX24_13","NicolaiEspenhainAnker",NA,"ABRA","MST2021006STEX24_13","24_13",17.3,"MST2021006","nej",1400,TRUE,24,8,2021,15844,"Myaare","Unknown",0.148516148328781,12,1,12,1
0.34,-0.27,0.82,0.17,-0.58,0.69,"C06","MST2021008","Myaare",0.17637799680233,20012,3,20009,20012,NA,"ddpcr0015",NA,9.1,"2022-jan-11","2021-05-31","2021-05-19","2021-05-19","86",1,"MST-SX24",400,"MST_SJL",97200002,"KBH431_Ven",55.8666666666667,12.75,55,"MST2021008","MST2021008_2021-05-19","MST2021008::2021-05-19","MST2021008STEX24_05","ALKRI_NIFSO",NA,"Sif","MST2021008STEX24_05","24_05",11.8,"MST2021008","ja",1300,FALSE,19,5,2021,20012,"Myaare","Unknown",0.17637799680233,13,1,13,1
-2.35,-6.12,0.08,-2.7,-3.91,-1.8,"F07","MST2021011","Myaare",0,15231,0,15231,15231,NA,"ddpcr0015",NA,4.23,"2021-dec-08","2021-08-03","2021-08-31","2021-08-31","_",4.1e+16,"MST-SX22",400,"MSTSTO",98210012,"0401011FemerenBaeltVest",54.73475,11.0846527777778,51,"MST2021011","MST2021011_2021-08-31","MST2021011::2021-08-31","MST2021011STEX22_05","NicolaiEspenhainAnker",NA,"ABRA","MST2021011STEX22_05","22_05",170.9,"MST2021011","nej",1500,TRUE,31,8,2021,15231,"Myaare","Unknown",0,14,1,14,0
2.14,2.06,2.22,1.67,1.04,2.05,"A04","MST2021012","Myaare",8.12683391571045,20337,140,20197,20337,NA,"ddpcr0015",NA,11,"2022-feb-01","2021-05-03","2021-04-27","2021-04-27","na",59,"MST-SX25",400,"MSTSYD",95130028,"VejleFjordindre_VF",55.7021833333333,9.66136111111111,69,"MST2021012","MST2021012_2021-04-27","MST2021012::2021-04-27","MST2021012STEX25_12","KRISTIANMCGREGOR",NA,"LIVII","MST2021012STEX25_12","25_12",81.7,"MST2021012","nej",1500,TRUE,27,4,2021,20337,"Myaare","Unknown",8.12683391571045,15,1,15,1
2.13,2.04,2.21,1.55,0.89,1.95,"H07","MST2021013","Myaare",7.93451404571533,17704,119,17585,17704,NA,"ddpcr0015",NA,9.55,"2021-dec-08","2021-09-10","2021-08-25","2021-08-25",NA,1,"MST-SX22",400,"Sjaelland",93220011,"ROS60",55.713,12.04,48,"MST2021013","MST2021013_2021-08-25","MST2021013::2021-08-25","MST2021013STEX22_06","EmilGuddalLarsen",NA,"Mergus","MST2021013STEX22_06","22_06",17.9,"MST2021013","nej",1600,TRUE,25,8,2021,17704,"Myaare","Unknown",7.93451404571533,16,1,16,1
1.5,1.33,1.66,1.22,0.53,1.67,"B02","MST2021015","Myaare",1.99581551551819,18879,32,18847,18879,NA,"ddpcr0015",NA,5.4,"2021-nov-24","2021-09-08","2021-09-02","2021-09-02","na",1,"MST-SX21",400,"MST_MJL",91320001,"RKB1",56.0778333333333,8.21678611111111,32,"MST2021015","MST2021015_2021-09-02","MST2021015::2021-09-02","MST2021015STEX21_03","BentJensen",NA,"Penelope","MST2021015STEX21_03","21_03",17.5,"MST2021015","nej",925,TRUE,2,9,2021,18879,"Myaare","Unknown",1.99581551551819,17,1,17,1
-2.41,-6.12,-0.06,-2.7,-3.95,-1.79,"D06","MST2021019","Myaare",0,20189,0,20189,20189,NA,"ddpcr0015",NA,3.86,"2022-jan-11","2021-05-31","2021-05-25","2021-05-25","11m",1,"MST-SX24",400,"MST_NJL",93000005,"NOR409_aalborgBugt",56.8566666666667,10.7834722222222,146,"MST2021019","MST2021019_2021-05-25","MST2021019::2021-05-25","MST2021019STEX24_21","ALKRI_NICRA",NA,"Sif","MST2021019STEX24_21","24_21",88,"MST2021019","ja",1650,TRUE,25,5,2021,20189,"Myaare","Unknown",0,18,1,18,0
-2.41,-6.08,-0.01,-2.7,-3.96,-1.79,"E03","MST2021025","Myaare",0,18958,0,18958,18958,NA,"ddpcr0015","Datoforoverfoerseltil_80Cfryserenilaboratorieterikkedokumenteremenproevemersenestblevetoverfoertd15_06_2021ogmuligvisvedentidligeredato
",3.16,"2022-jan-11","2021-06-15","2021-06-10","2021-06-10",NA,28,"MST-SX24",400,"Sjaelland",99150002,"FranksRev",55.0334833333333,15.5078333333333,39,"MST2021025","MST2021025_2021-06-10","MST2021025::2021-06-10","MST2021025STEX24_02","EmilGuddalLarsen",NA,"Mergus","MST2021025STEX24_02","24_02",16.8,"MST2021025","nej",1750,TRUE,10,6,2021,18958,"Myaare","Unknown",0,19,1,19,0
-2.43,-6.14,0,-2.7,-3.94,-1.79,"C02","MST2021028","Myaare",0,18792,0,18792,18792,NA,"ddpcr0015","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete",0.58,"2021-nov-24","2021-10-09","2021-09-27","2021-09-27",NA,NA,"MST-SX21",400,"Nordjylland",92200001,"HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,18,"MST2021028","MST2021028_2021-09-27","MST2021028::2021-09-27","MST2021028STEX21_06","SvendaageBendtsen",NA,"MagretheGaardbo","MST2021028STEX21_06","21_06",15,"MST2021028","nej",1200,TRUE,27,9,2021,18792,"Myaare","Unknown",0,20,1,20,0
-2.34,-5.99,0.05,-2.7,-3.97,-1.8,"C07","MST2021029","Myaare",0,15925,0,15925,15925,NA,"ddpcr0015",NA,5.7,"2021-nov-24","2021-09-15","2021-09-07","2021-09-07","12",1,"MST-SX21",400,"MSTSJL",97200002,"KBH431",55.8616666666667,12.7336055555556,501,"MST2021029","MST2021029_2021-09-07","MST2021029::2021-09-07","MST2021029STEX21_07","alkri",NA,"Sif","MST2021029STEX21_07","21_07",17.1,"MST2021029","ja",1800,TRUE,7,9,2021,15925,"Myaare","Unknown",0,21,1,21,0
0.35,-0.28,0.81,0.54,-0.16,1.04,"E06","MST2021030","Myaare",0.177495628595352,19886,3,19883,19886,NA,"ddpcr0015",NA,4.07,"2021-nov-24","2021-05-31","2021-05-26","2021-05-26","N_A",1,"MST-SX21",400,"MST_MJL",93740007,"SkiveFjord",56.6208333333333,9.06681944444444,5,"MST2021030","MST2021030_2021-05-26","MST2021030::2021-05-26","MST2021030STEX21_08","PHELD_NICRA",NA,"Sif","MST2021030STEX21_08","21_08",115.9,"MST2021030","nej",1600,TRUE,26,5,2021,19886,"Myaare","Unknown",0.177495628595352,22,1,22,1
-2.44,-6.14,-0.01,-2.71,-3.98,-1.78,"D02","MST2021031","Myaare",0,18665,0,18665,18665,NA,"ddpcr0015","ErudtagetmedLindahlslangesomdybdeintegredetproeverfra0_10metersammenmedplanktonproeverneogsaaprofilmaalingerchlAogvandkemi",0.97,"2021-nov-24","2021-07-03","2021-06-17","2021-06-17",NA,4,"MST-SX21",400,"Nordjylland",92200001,"HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,15,"MST2021031","MST2021031_2021-06-17","MST2021031::2021-06-17","MST2021031STEX21_09","SvendaageBendtsen",NA,"MagretheGaardbo","MST2021031STEX21_09","21_09",14,"MST2021031","nej",1200,FALSE,17,6,2021,18665,"Myaare","Unknown",0,23,1,23,0
-2.43,-6.07,0.01,-2.19,-3.25,-1.39,"E02","MST2021032","Myaare",0,18506,0,18506,18506,NA,"ddpcr0015","erudtagetmedNiskinvandhenter",3.28,"2022-jan-11","2021-07-03","2021-06-23","2021-06-23",NA,3,"MST-SX24",400,"Nordjylland",93920064,"KragskovRevSyd",57.5407666666667,10.4687805555556,4,"MST2021032","MST2021032_2021-06-23","MST2021032::2021-06-23","MST2021032STEX24_11","SvendaageBendtsen",NA,"Pingo","MST2021032STEX24_11","24_11",15.7,"MST2021032","nej",1400,FALSE,23,6,2021,18506,"Myaare","Unknown",0,24,1,24,0
0.13,-0.67,0.7,-2.7,-3.94,-1.8,"A06","MST2021039","Myaare",0.11784739792347,19967,2,19965,19967,NA,"ddpcr0015",NA,2.72,"2021-dec-08","2021-05-20","2021-05-07","2021-05-07","7m",1,"MST-SX22",400,"MST_NJL",93610032,"MariagerFjord",56.6626666666667,9.96678333333333,27,"MST2021039","MST2021039_2021-05-07","MST2021039::2021-05-07","MST2021039STEX22_08","PHELD_ALKRI",NA,"Sif","MST2021039STEX22_08","22_08",92.8,"MST2021039","ja",1800,FALSE,7,5,2021,19967,"Myaare","Unknown",0.11784739792347,25,1,25,1
-0.28,-1.59,0.54,-2.7,-3.97,-1.8,"F02","MST2021040","Myaare",0.0626398622989655,18782,1,18781,18782,NA,"ddpcr0015",NA,4.92,"2021-dec-08","2021-09-22","2021-09-15","2021-09-15",NA,95,"MST-SX22",400,"MSToestjylland",93420310,"Tr3Fornaes",56.4437333333333,10.9524027777778,11,"MST2021040","MST2021040_2021-09-15","MST2021040::2021-09-15","MST2021040STEX22_09","JensDeding",NA,"Havana","MST2021040STEX22_09","22_09",15.7,"MST2021040","?",1270,FALSE,15,9,2021,18782,"Myaare","Unknown",0.0626398622989655,26,1,26,1
-2.4,-6.16,0,-2.71,-4.02,-1.79,"A07","MST2021043","Myaare",0,17860,0,17860,17860,NA,"ddpcr0015","Dererkunenproevetilraadighed_proeve2erbortkommet",4.41,"2021-dec-08","2021-05-20","2021-05-17","2021-05-17","4",1,"MST-SX22",400,"MSTSJL",93000001,"VSJ20925",56.1316666666667,11.1513361111111,48,"MST2021043","MST2021043_2021-05-17","MST2021043::2021-05-17","MST2021043STEX22_10","alkri_nifso",NA,"Sif","MST2021043STEX22_10","22_10",10.6,"MST2021043","ja",1500,FALSE,17,5,2021,17860,"Myaare","Unknown",0,27,1,27,0
-2.42,-6.13,-0.02,-2.71,-4,-1.79,"H02","MST2021044","Myaare",0,18730,0,18730,18730,NA,"ddpcr0015","RIB1510007",2.62,"2021-dec-08","2021-05-20","2021-05-19","2021-05-19",NA,1,"MST-SX22",400,"Sydjylland",91500007,"Soenderhooest",55.3375166666667,8.35012777777778,55,"MST2021044","MST2021044_2021-05-19","MST2021044::2021-05-19","MST2021044STEX22_11","LasseoerstedJensen",NA,"Haig","MST2021044STEX22_11","22_11",11,"MST2021044","nej",1200,FALSE,19,5,2021,18730,"Myaare","Unknown",0,28,1,28,0
2.91,2.86,2.94,2.67,2.41,2.87,"A03","MST2021049","Myaare",44.8007469177246,17182,642,16540,17182,NA,"ddpcr0015","LISD0027",7.75,"2022-jan-06","2021-05-21","2021-05-21","2021-05-21",NA,10,"MST-SX23",400,"Sydjylland",91650035,"ListerDyb",55.0938666666667,8.56828611111111,11,"MST2021049","MST2021049_2021-05-21","MST2021049::2021-05-21","MST2021049STEX23_10","LasseoerstedJensen",NA,"Fucus","MST2021049STEX23_10","23_10",11,"MST2021049","nej",500,FALSE,21,5,2021,17182,"Myaare","Unknown",44.8007469177246,29,1,29,1
3.56,3.54,3.58,-1.68,-2.59,-0.98,"G04","MST2021051","Myaare",193.45246887207,19548,2964,16584,19548,NA,"ddpcr0015",NA,22.5,"2022-feb-01","2021-06-10","2021-06-04","2021-06-04",NA,1,"MST-SX25",400,"MSTNJL",93730002,"93730002_VIB3708_1",56.9543333333333,9.07075,7,"MST2021051","MST2021051_2021-06-04","MST2021051::2021-06-04","MST2021051STEX25_16","RasmusBillegrav",NA,"Frigg","MST2021051STEX25_16","25_16",150.8,"MST2021051","nej",1700,FALSE,4,6,2021,19548,"Myaare","Unknown",193.45246887207,30,1,30,1
0.98,0.64,1.26,0.88,0.17,1.36,"B03","MST2021052","Myaare",0.643681287765503,16454,9,16445,16454,NA,"ddpcr0015",NA,8.95,"2021-nov-24","2021-06-15","2021-06-14","2021-06-14","26",1,"MST-SX21",400,"Fyn",94230001,"FYN6900017",55.4678333333333,10.5169333333333,84,"MST2021052","MST2021052_2021-06-14","MST2021052::2021-06-14","MST2021052STEX21_10","FlemmingNoergaard",NA,"Belone","MST2021052STEX21_10","21_10",17.8,"MST2021052","ja",610,FALSE,14,6,2021,16454,"Myaare","Unknown",0.643681287765503,31,1,31,1
-2.46,-6.09,0.02,-2.7,-3.91,-1.81,"F06","MST2021055","Myaare",0,19215,0,19215,19215,NA,"ddpcr0015",NA,5.3,"2021-nov-24","2021-09-15","2021-09-14","2021-09-14","24",1,"MST-SX21",400,"STO",99000049,"99000049",55.25,15.9833333333333,909,"MST2021055","MST2021055_2021-09-14","MST2021055::2021-09-14","MST2021055STEX21_12","krmsk",NA,"sif","MST2021055STEX21_12","21_12",169.3,"MST2021055","ja",1500,FALSE,14,9,2021,19215,"Myaare","Unknown",0,32,1,32,0
-2.43,-6.19,0.01,-2.7,-4,-1.78,"A05","MST2021058","Myaare",0,19403,0,19403,19403,NA,"ddpcr0015",NA,3.7,"2021-nov-24","2021-09-03","2021-08-30","2021-08-30","17",1,"MST-SX21",400,"MSTOJL",94300001,"94300001_VEJ0006870",55.6743833333333,10.0845083333333,194,"MST2021058","MST2021058_2021-08-30","MST2021058::2021-08-30","MST2021058STEX21_13","KRISTIANMCGREGOR",NA,"Frigg","MST2021058STEX21_13","21_13",100.7,"MST2021058","ja",1500,FALSE,30,8,2021,19403,"Myaare","Unknown",0,33,1,33,0
-2.46,-6.06,-0.03,-2.7,-3.95,-1.8,"F04","MST2021062","Myaare",0,19875,0,19875,19875,NA,"ddpcr0015",NA,19,"2022-feb-01","2021-05-21","2021-05-21","2021-05-21","12",1,"MST-SX25",400,"MSTFYN",95600002,"95600002_FYN6300043",54.9975833333333,10.1654166666667,361,"MST2021062","MST2021062_2021-05-21","MST2021062::2021-05-21","MST2021062STEX25_10","janeRobertsen",NA,"Frigg","MST2021062STEX25_10","25_10",112.2,"MST2021062","ja",1400,FALSE,21,5,2021,19875,"Myaare","Unknown",0,34,1,34,0
-2.4,-6.12,-0.04,-2.7,-3.98,-1.8,"B05","MST2021064","Myaare",0,20379,0,20379,20379,NA,"ddpcr0015","Breddegrad:56572400",2.96,"2021-nov-24","2021-09-08","2021-09-02","2021-09-02","na",1,"MST-SX21",400,"MSTNJL",93730002,"93730002_VIB3708_1",56.954,9.05020833333333,76,"MST2021064","MST2021064_2021-09-02","MST2021064::2021-09-02","MST2021064STEX21_15","kristianmcgregor",NA,"Frigg","MST2021064STEX21_15","21_15",173.7,"MST2021064","nej",700,FALSE,2,9,2021,20379,"Myaare","Unknown",0,35,1,35,0
-0.28,-1.56,0.54,-2.2,-3.25,-1.41,"E05","MST2021070","Myaare",0.0620615929365158,18957,1,18956,18957,NA,"ddpcr0015",NA,9.1,"2022-jan-11","2021-10-27","2021-10-26","2021-10-26","86",1,"MST-SX24",400,"MSTNJL",93610032,"93610032",56.6626666666667,9.96678333333333,28,"MST2021070","MST2021070_2021-10-26","MST2021070::2021-10-26","MST2021070STEX24_16","RasmusBillegrav",NA,"Frigg","MST2021070STEX24_16","24_16",107.4,"MST2021070","ja",1200,FALSE,26,10,2021,18957,"Myaare","Unknown",0.0620615929365158,36,1,36,1
2.09,2,2.18,1.78,1.16,2.14,"C03","MST2021071","Myaare",7.33982992172241,18812,117,18695,18812,NA,"ddpcr0015",NA,6.5,"2022-jan-11","2021-10-21","2021-10-13","2021-10-13",NA,1,"MST-SX24",400,"Fyn",94230001,"FYN6900017",55.4678333333333,10.5169333333333,98,"MST2021071","MST2021071_2021-10-13","MST2021071::2021-10-13","MST2021071STEX24_04","FlemmingNoergaard&PauliJoergensen",NA,"Belone","MST2021071STEX24_04","24_04",11.4,"MST2021071","nej",1500,FALSE,13,10,2021,18812,"Myaare","Unknown",7.33982992172241,37,1,37,1
-2.39,-5.97,-0.03,-2.71,-3.98,-1.8,"B04","MST2021075","Myaare",0,20118,0,20118,20118,NA,"ddpcr0015",NA,4.86,"2021-dec-08","2021-05-20","2021-05-11","2021-05-11","13",1,"MST-SX22",400,"MSTOJL",94300001,"VEJ0006870_94300001",55.6743833333333,10.0845083333333,21,"MST2021075","MST2021075_2021-05-11","MST2021075::2021-05-11","MST2021075STEX22_13","janeRobertsen",NA,"Frigg","MST2021075STEX22_13","22_13",98.1,"MST2021075","ja",1100,FALSE,11,5,2021,20118,"Myaare","Unknown",0,38,1,38,0
-2.39,-6.07,0.05,-2.7,-3.94,-1.8,"B07","MST2021076","Myaare",0,16547,0,16547,16547,NA,"ddpcr0015",NA,7.4,"2022-feb-01","2021-09-08","2021-09-02","2021-09-02","42",1,"MST-SX25",400,"MSTFYN",99000052,"DMU444",54.9996666666667,13.3,457,"MST2021076","MST2021076_2021-09-02","MST2021076::2021-09-02","MST2021076STEX25_04","alkri",NA,"Sif","MST2021076STEX25_04","25_04",17.5,"MST2021076","ja",1800,FALSE,2,9,2021,16547,"Myaare","Unknown",0,39,1,39,0
0.36,-0.28,0.83,0.31,-0.39,0.81,"C05","MST2021079","Myaare",0.183637022972107,19221,3,19218,19221,NA,"ddpcr0015",NA,7.6,"2021-nov-24","2021-09-08","2021-09-06","2021-09-06","2",1,"MST-SX21",400,"MSTMJL",93740007,"93740007_VIB3727_1",56.6208333333333,9.06681944444444,51,"MST2021079","MST2021079_2021-09-06","MST2021079::2021-09-06","MST2021079STEX21_21","RasmusBillegrav",NA,"Frigg","MST2021079STEX21_21","21_21",173.5,"MST2021079","ja",1100,FALSE,6,9,2021,19221,"Myaare","Unknown",0.183637022972107,40,1,40,1
-2.43,-6.12,-0.01,-2.71,-3.97,-1.82,"G02","MST2021081","Myaare",0,18455,0,18455,18455,NA,"ddpcr0015","RIB1510007",3.54,"2021-nov-24","2021-09-21","2021-09-20","2021-09-20",NA,1,"MST-SX21",400,"Sydjylland",91500007,"Soenderhooest",55.3375166666667,8.35012777777778,63,"MST2021081","MST2021081_2021-09-20","MST2021081::2021-09-20","MST2021081STEX21_22","LasseoerstedJensen",NA,"Haig","MST2021081STEX21_22","21_22",16,"MST2021081","nej",1300,FALSE,20,9,2021,18455,"Myaare","Unknown",0,41,1,41,0
-2.47,-6.29,0.01,-2.71,-3.98,-1.8,"D05","MST2021082","Myaare",0,18880,0,18880,18880,NA,"ddpcr0015",NA,4.09,"2021-nov-24","2021-09-08","2021-09-07","2021-09-07","4",1,"MST-SX21",400,"MSTNJL",93000005,"93000005_NOR409",56.8561,10.7845083333333,146,"MST2021082","MST2021082_2021-09-07","MST2021082::2021-09-07","MST2021082STEX21_23","RasmusBillegrav",NA,"Frigg","MST2021082STEX21_23","21_23",160.3,"MST2021082","ja",1500,FALSE,7,9,2021,18880,"Myaare","Unknown",0,42,1,42,0
-2.31,-6.01,0.09,-2.19,-3.24,-1.43,"D07","MST2021083","Myaare",0,14869,0,14869,14869,NA,"ddpcr0015",NA,7.8,"2022-jan-11","2021-10-29","2021-10-22","2021-10-22","12",1,"MST-SX24",400,"MSTFYN",95600002,"FYN6300043",54.9976833333333,10.1517305555556,34,"MST2021083","MST2021083_2021-10-22","MST2021083::2021-10-22","MST2021083STEX24_03","alkri",NA,"Sif","MST2021083STEX24_03","24_03",12.5,"MST2021083","ja",1500,FALSE,22,10,2021,14869,"Myaare","Unknown",0,43,1,43,0
-2.46,-6.08,-0.06,-2.19,-3.25,-1.4,"G06","MST2021085","Myaare",0,19645,0,19645,19645,NA,"ddpcr0015",NA,3.26,"2021-nov-24","2021-09-22","2021-09-16","2021-09-16","8.8E+016",1,"MST-SX21",400,"SJL",93000001,"93000001",56.1305,11.1501055555556,439,"MST2021085","MST2021085_2021-09-16","MST2021085::2021-09-16","MST2021085STEX21_24","krmsk",NA,"sif","MST2021085STEX21_24","21_24",173.2,"MST2021085","ja",1700,FALSE,16,9,2021,19645,"Myaare","Unknown",0,44,1,44,0
